,ImagesCount,ModelName,IsPretrained,Purpose,TrialNumber,"DiceAccuracy(threshold=0.5,smoothing=1)",DiceLoss(smoothing=1)
0,64,AttDs,pretrained,train,01,0.20834141969680786,0.7844071388244629
1,128,AttDs,pretrained,train,01,0.2676268219947815,0.7795214056968689
2,192,AttDs,pretrained,train,01,0.39511966705322266,0.7592702507972717
3,256,AttDs,pretrained,train,01,0.5823567807674408,0.7407761812210083
4,320,AttDs,pretrained,train,01,0.8056659698486328,0.7109884023666382
5,384,AttDs,pretrained,train,01,0.8751924261450768,0.685072660446167
6,448,AttDs,pretrained,train,01,0.8718760311603547,0.6678889393806458
7,512,AttDs,pretrained,train,01,0.9003072530031205,0.6270439624786377
8,576,AttDs,pretrained,train,01,0.8820466473698616,0.6302651762962341
9,640,AttDs,pretrained,train,01,0.8964716941118241,0.6146745085716248
10,704,AttDs,pretrained,train,01,0.9265166521072388,0.5770978927612305
11,768,AttDs,pretrained,train,01,0.9199904203414917,0.5811126232147217
12,832,AttDs,pretrained,train,01,0.9028035253286362,0.607451319694519
13,896,AttDs,pretrained,train,01,0.9255629554390908,0.5513791441917419
14,960,AttDs,pretrained,train,01,0.9171198084950448,0.5836064219474792
15,1024,AttDs,pretrained,train,01,0.9020882174372673,0.6035247445106506
16,1088,AttDs,pretrained,train,01,0.91533762216568,0.5680298805236816
17,1152,AttDs,pretrained,train,01,0.9182348251342773,0.5770382881164551
18,1216,AttDs,pretrained,train,01,0.9148609414696693,0.5785714387893677
19,1280,AttDs,pretrained,train,01,0.924972489476204,0.5765170454978943
20,1344,AttDs,pretrained,train,01,0.9214649721980095,0.5613856315612793
21,1408,AttDs,pretrained,train,01,0.9202763885259629,0.5682477951049805
22,1472,AttDs,pretrained,train,01,0.923942968249321,0.5653710961341858
23,1536,AttDs,pretrained,train,01,0.934204138815403,0.5537357330322266
24,1600,AttDs,pretrained,train,01,0.9318525567650795,0.545998752117157
25,1631,AttDs,pretrained,train,01,0.92193740606308,0.56146240234375
26,1663,AttDs,pretrained,train,01,0.9368766397237778,0.5551367998123169
27,1727,AttDs,pretrained,train,01,0.9244726076722146,0.5815073847770691
28,1791,AttDs,pretrained,train,01,0.9390255808830262,0.5543416738510132
29,1855,AttDs,pretrained,train,01,0.9360886961221695,0.5464053153991699
30,1919,AttDs,pretrained,train,01,0.9410298615694046,0.5466081500053406
31,1983,AttDs,pretrained,train,01,0.9411773644387722,0.5349250435829163
32,2047,AttDs,pretrained,train,01,0.9347978308796883,0.544641375541687
33,2111,AttDs,pretrained,train,01,0.9369743466377259,0.562514066696167
34,2175,AttDs,pretrained,train,01,0.9437045268714428,0.552843451499939
35,2239,AttDs,pretrained,train,01,0.9431278705596924,0.5343968868255615
36,2303,AttDs,pretrained,train,01,0.9342453107237816,0.562352180480957
37,2367,AttDs,pretrained,train,01,0.9449624568223954,0.5493537187576294
38,2431,AttDs,pretrained,train,01,0.9475122205913067,0.5302636027336121
39,2495,AttDs,pretrained,train,01,0.9463818892836571,0.5385906100273132
40,2559,AttDs,pretrained,train,01,0.9435115121304989,0.5312062501907349
41,2623,AttDs,pretrained,train,01,0.938479483127594,0.5558261275291443
42,2687,AttDs,pretrained,train,01,0.9401784017682076,0.5518103241920471
43,2751,AttDs,pretrained,train,01,0.9429722726345063,0.5329362154006958
44,2815,AttDs,pretrained,train,01,0.9360930621623993,0.5639412999153137
45,2879,AttDs,pretrained,train,01,0.9427919276058674,0.5332536697387695
46,2943,AttDs,pretrained,train,01,0.9408829659223557,0.5480052828788757
47,3007,AttDs,pretrained,train,01,0.9416388869285583,0.5349438190460205
48,3071,AttDs,pretrained,train,01,0.9510430470108986,0.5196243524551392
49,3135,AttDs,pretrained,train,01,0.945866048336029,0.5105574131011963
50,3199,AttDs,pretrained,train,01,0.9449917040765285,0.5194793343544006
51,3262,AttDs,pretrained,train,01,0.9439595676958561,0.5231878757476807
52,3326,AttDs,pretrained,train,01,0.941268626600504,0.5507216453552246
53,3390,AttDs,pretrained,train,01,0.9369838535785675,0.5559775233268738
54,3454,AttDs,pretrained,train,01,0.9523003250360489,0.5299381613731384
55,3518,AttDs,pretrained,train,01,0.95084847509861,0.5312195420265198
56,3582,AttDs,pretrained,train,01,0.9525192342698575,0.5271492004394531
57,3646,AttDs,pretrained,train,01,0.9511635825037957,0.5249471068382263
58,3710,AttDs,pretrained,train,01,0.9518182240426541,0.5242649912834167
59,3774,AttDs,pretrained,train,01,0.9443579986691475,0.5264278054237366
60,3838,AttDs,pretrained,train,01,0.9538587033748627,0.5340847969055176
61,3902,AttDs,pretrained,train,01,0.9532092921435833,0.5143869519233704
62,3966,AttDs,pretrained,train,01,0.947619516402483,0.5281052589416504
63,4030,AttDs,pretrained,train,01,0.9541735202074051,0.5101919174194336
64,4094,AttDs,pretrained,train,01,0.9481179267168046,0.5155751705169678
65,4158,AttDs,pretrained,train,01,0.9488792233169079,0.5339789986610413
66,4222,AttDs,pretrained,train,01,0.9458154365420341,0.5379152894020081
67,4286,AttDs,pretrained,train,01,0.9515547938644886,0.509192943572998
68,4350,AttDs,pretrained,train,01,0.9532923847436905,0.5124077200889587
69,4414,AttDs,pretrained,train,01,0.9493307396769524,0.5321345329284668
70,4478,AttDs,pretrained,train,01,0.9556816779077054,0.5187373757362366
71,4542,AttDs,pretrained,train,01,0.9535897932946682,0.5138512253761292
72,4606,AttDs,pretrained,train,01,0.957365207374096,0.5097517967224121
73,4670,AttDs,pretrained,train,01,0.9497816264629364,0.5312892198562622
74,4734,AttDs,pretrained,train,01,0.9551144652068615,0.5386693477630615
75,4798,AttDs,pretrained,train,01,0.9523734450340271,0.5299336314201355
76,4862,AttDs,pretrained,train,01,0.9479035772383214,0.5371180176734924
77,4893,AttDs,pretrained,train,01,0.9556215442717076,0.518405020236969
78,4925,AttDs,pretrained,train,01,0.9484529756009579,0.5292391777038574
79,4989,AttDs,pretrained,train,01,0.9559393748641015,0.5285531282424927
80,5053,AttDs,pretrained,train,01,0.957205280661583,0.5082144737243652
81,5117,AttDs,pretrained,train,01,0.9565119519829751,0.4969755113124847
82,5181,AttDs,pretrained,train,01,0.9490973800420762,0.5235568284988403
83,5245,AttDs,pretrained,train,01,0.951054308563471,0.5220085382461548
84,5309,AttDs,pretrained,train,01,0.9590484686195851,0.4987481832504272
85,5373,AttDs,pretrained,train,01,0.9502171501517296,0.5256718397140503
86,5437,AttDs,pretrained,train,01,0.9471335858106614,0.5327439308166504
87,5501,AttDs,pretrained,train,01,0.9485826417803765,0.5393497347831726
88,5565,AttDs,pretrained,train,01,0.9542171768844128,0.5354786515235901
89,5629,AttDs,pretrained,train,01,0.9575265124440194,0.5228263139724731
90,5693,AttDs,pretrained,train,01,0.9516784101724625,0.518961489200592
91,5757,AttDs,pretrained,train,01,0.9564790949225426,0.5043039917945862
92,5821,AttDs,pretrained,train,01,0.952731814235449,0.5193833708763123
93,5885,AttDs,pretrained,train,01,0.9559120051562787,0.5216012597084045
94,5949,AttDs,pretrained,train,01,0.9529694393277169,0.5193913578987122
95,6013,AttDs,pretrained,train,01,0.9528260119259357,0.5244124531745911
96,6077,AttDs,pretrained,train,01,0.9552870206534863,0.513903021812439
97,6141,AttDs,pretrained,train,01,0.9530873075127602,0.5227033495903015
98,6205,AttDs,pretrained,train,01,0.9534062258899212,0.5276901125907898
99,6269,AttDs,pretrained,train,01,0.9525048881769181,0.5069183707237244
100,6333,AttDs,pretrained,train,01,0.953062690794468,0.5175632834434509
101,6397,AttDs,pretrained,train,01,0.9545595720410347,0.5143223404884338
102,6461,AttDs,pretrained,train,01,0.956389330327511,0.5225743055343628
103,6524,AttDs,pretrained,train,01,0.956711545586586,0.5206867456436157
104,6588,AttDs,pretrained,train,01,0.9595038108527661,0.5091686844825745
105,6652,AttDs,pretrained,train,01,0.9527659192681313,0.5332057476043701
106,6716,AttDs,pretrained,train,01,0.9600643515586853,0.5226469039916992
107,6780,AttDs,pretrained,train,01,0.9491485320031643,0.523649275302887
108,6844,AttDs,pretrained,train,01,0.9589320831000805,0.5107844471931458
109,6908,AttDs,pretrained,train,01,0.9569538496434689,0.5421071648597717
110,6972,AttDs,pretrained,train,01,0.9547375440597535,0.5080839991569519
111,7036,AttDs,pretrained,train,01,0.9570281803607941,0.4926105141639709
112,7100,AttDs,pretrained,train,01,0.9558022320270539,0.5208414196968079
113,7164,AttDs,pretrained,train,01,0.9531329348683358,0.5234327912330627
114,7228,AttDs,pretrained,train,01,0.9582834914326668,0.497857391834259
115,7292,AttDs,pretrained,train,01,0.9543099701404572,0.5285540223121643
116,7356,AttDs,pretrained,train,01,0.9560687690973282,0.5125910043716431
117,7420,AttDs,pretrained,train,01,0.9511890187859536,0.5303980708122253
118,7484,AttDs,pretrained,train,01,0.9527532905340195,0.523036539554596
119,7548,AttDs,pretrained,train,01,0.9594123587012291,0.4899187386035919
120,7612,AttDs,pretrained,train,01,0.9555636793375016,0.5196213126182556
121,7676,AttDs,pretrained,train,01,0.9522099532186985,0.5204840898513794
122,7740,AttDs,pretrained,train,01,0.9541697427630424,0.5169499516487122
123,7804,AttDs,pretrained,train,01,0.959943875670433,0.5017588138580322
124,7868,AttDs,pretrained,train,01,0.9606736898422242,0.5064902305603027
125,7932,AttDs,pretrained,train,01,0.956240076571703,0.5197402238845825
126,7996,AttDs,pretrained,train,01,0.9568521492183208,0.4957873225212097
127,8060,AttDs,pretrained,train,01,0.9537779167294503,0.5221976041793823
128,8124,AttDs,pretrained,train,01,0.9519159272313118,0.5365020632743835
129,8155,AttDs,pretrained,train,01,0.9568982385098935,0.5124726891517639
130,8187,AttDs,pretrained,train,01,0.9579245373606682,0.5184788107872009
131,8251,AttDs,pretrained,train,01,0.9584187045693398,0.5080781579017639
132,8315,AttDs,pretrained,train,01,0.9588639736175538,0.4928077757358551
133,8379,AttDs,pretrained,train,01,0.9611112996935844,0.4957997798919678
134,8443,AttDs,pretrained,train,01,0.953434679657221,0.5289475917816162
135,8507,AttDs,pretrained,train,01,0.9553150609135628,0.5154656171798706
136,8571,AttDs,pretrained,train,01,0.9565051421523095,0.5179285407066345
137,8635,AttDs,pretrained,train,01,0.9558362662792206,0.5195769667625427
138,8699,AttDs,pretrained,train,01,0.9567700922489167,0.5156827569007874
139,8763,AttDs,pretrained,train,01,0.9561455808579922,0.5083986520767212
140,8827,AttDs,pretrained,train,01,0.9577865265309811,0.5184344053268433
141,8891,AttDs,pretrained,train,01,0.9582727625966073,0.5005345940589905
142,8955,AttDs,pretrained,train,01,0.9604267105460167,0.5013670325279236
143,9019,AttDs,pretrained,train,01,0.9564920477569104,0.5058969259262085
144,9083,AttDs,pretrained,train,01,0.9595938734710217,0.5092092156410217
145,9147,AttDs,pretrained,train,01,0.9557698331773282,0.5175615549087524
146,9211,AttDs,pretrained,train,01,0.9565949216485023,0.5330159664154053
147,9275,AttDs,pretrained,train,01,0.9563513211905957,0.5191931128501892
148,9339,AttDs,pretrained,train,01,0.9557210430502892,0.5097710490226746
149,9403,AttDs,pretrained,train,01,0.9576575048267842,0.5190520286560059
150,9467,AttDs,pretrained,train,01,0.9501421563327312,0.5519140958786011
151,9531,AttDs,pretrained,train,01,0.9572693035006524,0.510460615158081
152,9595,AttDs,pretrained,train,01,0.9549569189548492,0.5213293433189392
153,9659,AttDs,pretrained,train,01,0.9568983241915703,0.5081888437271118
154,9723,AttDs,pretrained,train,01,0.9538281559944153,0.5183472633361816
155,9786,AttDs,pretrained,train,01,0.9600102938711644,0.5007628798484802
156,9850,AttDs,pretrained,train,01,0.9556579850614071,0.5239472389221191
157,9914,AttDs,pretrained,train,01,0.9563665091991425,0.5208423137664795
158,9978,AttDs,pretrained,train,01,0.9516725614666939,0.5384519100189209
159,10042,AttDs,pretrained,train,01,0.958249669522047,0.505295991897583
160,10106,AttDs,pretrained,train,01,0.9605753794312478,0.4937568604946136
161,10170,AttDs,pretrained,train,01,0.9569811597466469,0.5102421641349792
162,10234,AttDs,pretrained,train,01,0.9557300917804242,0.5059502124786377
163,10298,AttDs,pretrained,train,01,0.9582538753747941,0.4971734583377838
164,10362,AttDs,pretrained,train,01,0.9529145099222661,0.5477113127708435
165,10426,AttDs,pretrained,train,01,0.9588669836521149,0.5096859931945801
166,10490,AttDs,pretrained,train,01,0.9610283002257348,0.5188477635383606
167,10554,AttDs,pretrained,train,01,0.9577902927994729,0.5039965510368347
168,10618,AttDs,pretrained,train,01,0.9598910622298717,0.5064647197723389
169,10682,AttDs,pretrained,train,01,0.9591317288577557,0.5197640657424927
170,10746,AttDs,pretrained,train,01,0.9592908695340157,0.4926281869411468
171,10810,AttDs,pretrained,train,01,0.9536738619208336,0.5097900032997131
172,10874,AttDs,pretrained,train,01,0.9545486867427826,0.5052592754364014
173,10938,AttDs,pretrained,train,01,0.9570606201887131,0.5197837352752686
174,11002,AttDs,pretrained,train,01,0.9600622579455376,0.500204861164093
175,11066,AttDs,pretrained,train,01,0.9617946818470955,0.501786470413208
176,11130,AttDs,pretrained,train,01,0.9602150842547417,0.5046553611755371
177,11194,AttDs,pretrained,train,01,0.9569169022142888,0.5306367874145508
178,11258,AttDs,pretrained,train,01,0.9573420360684395,0.509861409664154
179,11322,AttDs,pretrained,train,01,0.9539658948779107,0.5339840650558472
180,11386,AttDs,pretrained,train,01,0.9559840261936188,0.5100133419036865
181,11417,AttDs,pretrained,train,01,0.9631653614342213,0.494276762008667
182,11449,AttDs,pretrained,train,01,0.9564094543457032,0.5286449193954468
183,11513,AttDs,pretrained,train,01,0.9633719399571419,0.4940317571163177
184,11577,AttDs,pretrained,train,01,0.9503880441188813,0.5348600745201111
185,11641,AttDs,pretrained,train,01,0.9570181630551815,0.5267549753189087
186,11705,AttDs,pretrained,train,01,0.9607314765453339,0.4957425594329834
187,11769,AttDs,pretrained,train,01,0.9617874547839165,0.5079972743988037
188,11833,AttDs,pretrained,train,01,0.9581043124198914,0.5139583349227905
189,11897,AttDs,pretrained,train,01,0.9596142619848252,0.5068375468254089
190,11961,AttDs,pretrained,train,01,0.9582177735865117,0.5031991004943848
191,12025,AttDs,pretrained,train,01,0.9554233066737652,0.522972822189331
192,12089,AttDs,pretrained,train,01,0.959363304078579,0.5131053924560547
193,12153,AttDs,pretrained,train,01,0.9565495029091835,0.5161775946617126
194,12217,AttDs,pretrained,train,01,0.9594737365841866,0.5192593336105347
195,12281,AttDs,pretrained,train,01,0.9630488306283951,0.4798469543457031
196,12345,AttDs,pretrained,train,01,0.9581856578588486,0.4967681169509887
197,12409,AttDs,pretrained,train,01,0.9571477510035038,0.5153606534004211
198,12473,AttDs,pretrained,train,01,0.954244937747717,0.5387688875198364
199,12537,AttDs,pretrained,train,01,0.9611545987427235,0.4977059364318847
200,12601,AttDs,pretrained,train,01,0.9613800086081028,0.493051141500473
201,12665,AttDs,pretrained,train,01,0.9527056515216829,0.5180250406265259
202,12729,AttDs,pretrained,train,01,0.9529958255589009,0.5249820947647095
203,12793,AttDs,pretrained,train,01,0.9626231156289577,0.5038110017776489
204,12857,AttDs,pretrained,train,01,0.9560387246310711,0.5258688926696777
205,12921,AttDs,pretrained,train,01,0.9583651199936867,0.4996516704559326
206,12985,AttDs,pretrained,train,01,0.9580203890800477,0.5091013312339783
207,13048,AttDs,pretrained,train,01,0.9577596187591553,0.5167316198348999
208,13112,AttDs,pretrained,train,01,0.9578613676130772,0.5095449090003967
209,13176,AttDs,pretrained,train,01,0.960063386708498,0.5007533431053162
210,13240,AttDs,pretrained,train,01,0.9538740031421185,0.5288641452789307
211,13304,AttDs,pretrained,train,01,0.9557008258998394,0.5099092125892639
212,13368,AttDs,pretrained,train,01,0.9518801607191563,0.5412003397941589
213,13432,AttDs,pretrained,train,01,0.9572704732418061,0.5166746377944946
214,13496,AttDs,pretrained,train,01,0.9601206034421921,0.5172065496444702
215,13560,AttDs,pretrained,train,01,0.9628851041197777,0.515062153339386
216,13624,AttDs,pretrained,train,01,0.9632173590362072,0.4976693391799927
217,13688,AttDs,pretrained,train,01,0.9565389156341553,0.4896944463253021
218,13752,AttDs,pretrained,train,01,0.9532066322863102,0.532163143157959
219,13816,AttDs,pretrained,train,01,0.9571033492684365,0.518130898475647
220,13880,AttDs,pretrained,train,01,0.9611883684992791,0.5044441819190979
221,13944,AttDs,pretrained,train,01,0.9630234725773335,0.49592325091362
222,14008,AttDs,pretrained,train,01,0.9613639935851098,0.5044984221458435
223,14072,AttDs,pretrained,train,01,0.9545695707201958,0.5234763622283936
224,14136,AttDs,pretrained,train,01,0.9573378823697567,0.5248159170150757
225,14200,AttDs,pretrained,train,01,0.9634927175939084,0.4790041744709015
226,14264,AttDs,pretrained,train,01,0.9605036452412606,0.5029634237289429
227,14328,AttDs,pretrained,train,01,0.9608204215765,0.4902203679084778
228,14392,AttDs,pretrained,train,01,0.9549965038895607,0.5149714946746826
229,14456,AttDs,pretrained,train,01,0.958285290747881,0.4998311102390289
230,14520,AttDs,pretrained,train,01,0.9636664912104607,0.4902744591236114
231,14584,AttDs,pretrained,train,01,0.9560090489685535,0.5273821949958801
232,14648,AttDs,pretrained,train,01,0.9628352858126163,0.5135716795921326
233,14679,AttDs,pretrained,train,01,0.956923846155405,0.5256260633468628
234,14711,AttDs,pretrained,train,01,0.952565997838974,0.5502033233642578
235,14775,AttDs,pretrained,train,01,0.959661215543747,0.5106176733970642
236,14839,AttDs,pretrained,train,01,0.9584158062934875,0.5120625495910645
237,14903,AttDs,pretrained,train,01,0.9592100121080877,0.5095664262771606
238,14967,AttDs,pretrained,train,01,0.9593759551644326,0.5020209550857544
239,15031,AttDs,pretrained,train,01,0.9578852355480195,0.5128281712532043
240,15095,AttDs,pretrained,train,01,0.9606037251651288,0.5058509111404419
241,15159,AttDs,pretrained,train,01,0.9554544053971767,0.5164536833763123
242,15223,AttDs,pretrained,train,01,0.9573457278311253,0.5168222784996033
243,15287,AttDs,pretrained,train,01,0.9545525461435318,0.5092810988426208
244,15351,AttDs,pretrained,train,01,0.9612542241811753,0.5229437351226807
245,15415,AttDs,pretrained,train,01,0.9599562510848046,0.5037676095962524
246,15479,AttDs,pretrained,train,01,0.9606936797499657,0.5034035444259644
247,15543,AttDs,pretrained,train,01,0.9614170342683793,0.4995324909687042
248,15607,AttDs,pretrained,train,01,0.9600074402987957,0.5092304348945618
249,15671,AttDs,pretrained,train,01,0.9604715965688229,0.5002564787864685
250,15735,AttDs,pretrained,train,01,0.9587538056075573,0.5016610026359558
251,15799,AttDs,pretrained,train,01,0.960380829870701,0.4899580478668213
252,15863,AttDs,pretrained,train,01,0.9608234539628029,0.5063391327857971
253,15927,AttDs,pretrained,train,01,0.9632408991456032,0.5000020861625671
254,15991,AttDs,pretrained,train,01,0.9612619467079639,0.4896644651889801
255,16055,AttDs,pretrained,train,01,0.9550548270344735,0.5179043412208557
256,16119,AttDs,pretrained,train,01,0.956816304475069,0.5197070837020874
257,16183,AttDs,pretrained,train,01,0.9584926143288613,0.5011759400367737
258,16247,AttDs,pretrained,train,01,0.9542264640331269,0.5214108228683472
259,16310,AttDs,pretrained,train,01,0.9598548039793969,0.5216189026832581
260,16374,AttDs,pretrained,train,01,0.9612280055880547,0.5043870210647583
261,16438,AttDs,pretrained,train,01,0.958302203565836,0.5140431523323059
262,16502,AttDs,pretrained,train,01,0.9621577188372612,0.4947128593921661
263,16566,AttDs,pretrained,train,01,0.9614677466452122,0.4940792322158813
264,16630,AttDs,pretrained,train,01,0.9570783115923405,0.5397199392318726
265,16694,AttDs,pretrained,train,01,0.9567337632179261,0.5070598721504211
266,16758,AttDs,pretrained,train,01,0.9585461057722569,0.5015425086021423
267,16822,AttDs,pretrained,train,01,0.958691243082285,0.5033959150314331
268,16886,AttDs,pretrained,train,01,0.9597934037446976,0.509282648563385
269,16950,AttDs,pretrained,train,01,0.9616700671613218,0.4909282624721527
270,17014,AttDs,pretrained,train,01,0.9549660831689835,0.5171863436698914
271,17078,AttDs,pretrained,train,01,0.9548476189374924,0.5286706686019897
272,17142,AttDs,pretrained,train,01,0.9643827825784684,0.5099712610244751
273,17206,AttDs,pretrained,train,01,0.9630086235702038,0.5022112727165222
274,17270,AttDs,pretrained,train,01,0.9586880020797253,0.4970889389514923
275,17334,AttDs,pretrained,train,01,0.9616140872240067,0.4868656098842621
276,17398,AttDs,pretrained,train,01,0.9561641067266465,0.5241580009460449
277,17462,AttDs,pretrained,train,01,0.9588258042931557,0.5210946798324585
278,17526,AttDs,pretrained,train,01,0.9572666883468628,0.5057535171508789
279,17590,AttDs,pretrained,train,01,0.9628978371620179,0.5201689004898071
280,17654,AttDs,pretrained,train,01,0.9603243470191956,0.495804101228714
281,17718,AttDs,pretrained,train,01,0.9583593457937241,0.5080456733703613
282,17782,AttDs,pretrained,train,01,0.963519610464573,0.4850449860095978
283,17846,AttDs,pretrained,train,01,0.9580499641597271,0.5288909077644348
284,17910,AttDs,pretrained,train,01,0.9554252624511719,0.5111693739891052
285,17941,AttDs,pretrained,train,01,0.952018491923809,0.5210462212562561
286,17973,AttDs,pretrained,train,01,0.9591462686657906,0.5142456889152527
287,18037,AttDs,pretrained,train,01,0.960179340094328,0.5223650336265564
288,18101,AttDs,pretrained,train,01,0.9610319808125496,0.5102718472480774
289,18165,AttDs,pretrained,train,01,0.9573354534804821,0.5029531121253967
290,18229,AttDs,pretrained,train,01,0.9606430120766163,0.5009377002716064
291,18293,AttDs,pretrained,train,01,0.9623866379261017,0.5046592950820923
292,18357,AttDs,pretrained,train,01,0.9591406248509884,0.502549946308136
293,18421,AttDs,pretrained,train,01,0.9617704637348652,0.512234091758728
294,18485,AttDs,pretrained,train,01,0.9637781418859959,0.4962009191513061
295,18549,AttDs,pretrained,train,01,0.9546557515859604,0.5103593468666077
296,18613,AttDs,pretrained,train,01,0.960282888263464,0.509242594242096
297,18677,AttDs,pretrained,train,01,0.9579758122563363,0.5084556341171265
298,18741,AttDs,pretrained,train,01,0.9636977836489677,0.5042157173156738
299,18805,AttDs,pretrained,train,01,0.9609778784215451,0.4907711148262024
300,18869,AttDs,pretrained,train,01,0.9621264189481736,0.5165949463844299
301,18933,AttDs,pretrained,train,01,0.9643108844757081,0.4806216359138489
302,18997,AttDs,pretrained,train,01,0.9582510367035866,0.5206258893013
303,19061,AttDs,pretrained,train,01,0.9548135958611966,0.5267661809921265
304,19125,AttDs,pretrained,train,01,0.9588463269174099,0.508064866065979
305,19189,AttDs,pretrained,train,01,0.9569444879889489,0.5200249552726746
306,19253,AttDs,pretrained,train,01,0.9591039083898067,0.5089508891105652
307,19317,AttDs,pretrained,train,01,0.959598019719124,0.5202374458312988
308,19381,AttDs,pretrained,train,01,0.960121661424637,0.497589498758316
309,19445,AttDs,pretrained,train,01,0.9581469148397446,0.5020660161972046
310,19509,AttDs,pretrained,train,01,0.9562239423394204,0.5253463387489319
311,19572,AttDs,pretrained,train,01,0.9565671347081662,0.5144093632698059
312,19636,AttDs,pretrained,train,01,0.958935670554638,0.4977216720581054
313,19700,AttDs,pretrained,train,01,0.9585930369794369,0.5204792022705078
314,19764,AttDs,pretrained,train,01,0.9600265510380269,0.5065546035766602
315,19828,AttDs,pretrained,train,01,0.9581215158104897,0.515815019607544
316,19892,AttDs,pretrained,train,01,0.9534148462116719,0.534283459186554
317,19956,AttDs,pretrained,train,01,0.9601249769330025,0.5042708516120911
318,20020,AttDs,pretrained,train,01,0.9626751244068146,0.4978916049003601
319,20084,AttDs,pretrained,train,01,0.9566267244517804,0.5212216377258301
320,20148,AttDs,pretrained,train,01,0.962303526699543,0.5026457905769348
321,20212,AttDs,pretrained,train,01,0.957307405769825,0.5152654051780701
322,20276,AttDs,pretrained,train,01,0.960364192724228,0.510522723197937
323,20340,AttDs,pretrained,train,01,0.9631325118243695,0.4707315862178802
324,20404,AttDs,pretrained,train,01,0.9585346095263958,0.5137690305709839
325,20468,AttDs,pretrained,train,01,0.9584829583764077,0.5055838823318481
326,20532,AttDs,pretrained,train,01,0.9655794687569142,0.4815014004707336
327,20596,AttDs,pretrained,train,01,0.9617984406650067,0.4905630946159363
328,20660,AttDs,pretrained,train,01,0.9617771469056607,0.5161117315292358
329,20724,AttDs,pretrained,train,01,0.958038654178381,0.5036115646362305
330,20788,AttDs,pretrained,train,01,0.9570726454257966,0.5210537910461426
331,20852,AttDs,pretrained,train,01,0.9630537293851376,0.5005136728286743
332,20916,AttDs,pretrained,train,01,0.9580021388828754,0.4979311823844909
333,20980,AttDs,pretrained,train,01,0.9534745886921883,0.5403293371200562
334,21044,AttDs,pretrained,train,01,0.9594004228711129,0.5075324773788452
335,21108,AttDs,pretrained,train,01,0.9593808427453042,0.504884660243988
336,21172,AttDs,pretrained,train,01,0.9592936225235463,0.4952766001224518
337,21203,AttDs,pretrained,train,01,0.9572311155498028,0.5243130326271057
338,21235,AttDs,pretrained,train,01,0.9627061858773232,0.5101738572120667
339,21299,AttDs,pretrained,train,01,0.9618706442415715,0.5057231783866882
340,21363,AttDs,pretrained,train,01,0.9582074917852879,0.5140640139579773
341,21427,AttDs,pretrained,train,01,0.9633457884192467,0.4991864264011383
342,21491,AttDs,pretrained,train,01,0.9596739113330842,0.4984242022037506
343,21555,AttDs,pretrained,train,01,0.9555519819259644,0.5276365280151367
344,21619,AttDs,pretrained,train,01,0.9588947221636773,0.5001016855239868
345,21683,AttDs,pretrained,train,01,0.9600462913513184,0.4931001663208008
346,21747,AttDs,pretrained,train,01,0.9622682966291904,0.5077758431434631
347,21811,AttDs,pretrained,train,01,0.9573073647916317,0.5169056057929993
348,21875,AttDs,pretrained,train,01,0.9597961492836476,0.5036079287528992
349,21939,AttDs,pretrained,train,01,0.9599615409970284,0.5151159763336182
350,22003,AttDs,pretrained,train,01,0.9616235345602036,0.516384482383728
351,22067,AttDs,pretrained,train,01,0.9613093361258507,0.5049501657485962
352,22131,AttDs,pretrained,train,01,0.963453620672226,0.5093661546707153
353,22195,AttDs,pretrained,train,01,0.960509080439806,0.4954695701599121
354,22259,AttDs,pretrained,train,01,0.9618638530373574,0.5066333413124084
355,22323,AttDs,pretrained,train,01,0.9604672491550446,0.5204649567604065
356,22387,AttDs,pretrained,train,01,0.9628475457429886,0.49428790807724
357,22451,AttDs,pretrained,train,01,0.9631181173026562,0.5037561655044556
358,22515,AttDs,pretrained,train,01,0.958445392549038,0.516118049621582
359,22579,AttDs,pretrained,train,01,0.9612488113343716,0.49561607837677
360,22643,AttDs,pretrained,train,01,0.96057453379035,0.4979649782180786
361,22707,AttDs,pretrained,train,01,0.9573318436741829,0.5069960951805115
362,22771,AttDs,pretrained,train,01,0.9559329822659492,0.5162070393562317
363,22834,AttDs,pretrained,train,01,0.9569770321249962,0.5161582231521606
364,22898,AttDs,pretrained,train,01,0.9576372429728508,0.5287168622016907
365,22962,AttDs,pretrained,train,01,0.9613428376615047,0.5198154449462891
366,23026,AttDs,pretrained,train,01,0.9563852101564408,0.5195663571357727
367,23090,AttDs,pretrained,train,01,0.9627626091241837,0.505505383014679
368,23154,AttDs,pretrained,train,01,0.9585895612835885,0.5188921689987183
369,23218,AttDs,pretrained,train,01,0.96049028262496,0.5033208727836609
370,23282,AttDs,pretrained,train,01,0.9612891077995301,0.4978907406330108
371,23346,AttDs,pretrained,train,01,0.9612547792494297,0.5017988085746765
372,23410,AttDs,pretrained,train,01,0.9605162926018239,0.5026596188545227
373,23474,AttDs,pretrained,train,01,0.9601286314427853,0.5004581809043884
374,23538,AttDs,pretrained,train,01,0.9592885524034501,0.5061644911766052
375,23602,AttDs,pretrained,train,01,0.9587118215858937,0.5078538656234741
376,23666,AttDs,pretrained,train,01,0.9619277566671371,0.5019708275794983
377,23730,AttDs,pretrained,train,01,0.9576303996145726,0.5354366302490234
378,23794,AttDs,pretrained,train,01,0.9626433476805687,0.4887696206569671
