,ModelName,IsPretrained,Purpose,Epoch,"DiceAccuracy(threshold=0.5,smoothing=1) median","DiceAccuracy(threshold=0.5,smoothing=1) mean","DiceAccuracy(threshold=0.5,smoothing=1) std","DiceAccuracy(threshold=0.5,smoothing=1) count",DiceLoss(smoothing=1) median,DiceLoss(smoothing=1) mean,DiceLoss(smoothing=1) std,DiceLoss(smoothing=1) count
0,AttDs,pretrained,train,1,0.07510593533515925,0.20466302298009392,0.28184779789735137,10,0.41418133676052094,0.3715231224894523,0.2274482617481835,10
1,AttDs,pretrained,train,2,0.0550774503499269,0.12154285721480843,0.21375669548266857,10,0.3762707859277725,0.32559727169573305,0.2454854767016852,10
2,AttDs,pretrained,train,3,0.04596838355064385,0.046272497996687825,0.005171434508850563,10,0.362698033452034,0.3159408025443554,0.24491360636466886,10
3,AttDs,pretrained,train,4,0.04549361206591125,0.04638044871389861,0.005930798354709267,10,0.36818514764308924,0.3140754550695419,0.2442549517978101,10
4,AttDs,pretrained,train,5,0.043484449386596596,0.04417416229844088,0.005780060093336132,10,0.35518172383308405,0.31342596448957916,0.24764567899573767,10
5,AttDs,pretrained,train,6,0.041136208921670844,0.0417234476655721,0.0035409266341983265,10,0.3473817706108093,0.30218854285776614,0.23668523572251574,10
6,AttDs,pretrained,train,7,0.0404012911021709,0.04153395555913443,0.004201290170946119,10,0.35566018521785736,0.3084668036550283,0.2437416269910874,10
7,AttDs,pretrained,train,8,0.042013753205537754,0.04169741049408908,0.001914098025530706,10,0.3516110926866531,0.30495656654238695,0.23901482874384394,10
8,AttDs,pretrained,train,9,0.04143860191106795,0.04218152351677413,0.006180956499408247,10,0.35699078440666193,0.3112367536872625,0.24872631056092223,10
9,AttDs,pretrained,train,10,0.03950682468712324,0.04126008935272689,0.004257710162447547,10,0.34528641402721405,0.30686866864562035,0.24406338504502148,10
10,AttDs,pretrained,train,11,0.04028784111142155,0.0408040668815374,0.0040473853705703415,10,0.3457829356193542,0.303538279235363,0.24086333343033117,10
11,AttDs,pretrained,train,12,0.0377089828252792,0.03933632262051101,0.0032507247136815995,10,0.3558543473482132,0.30495333932340146,0.2418471186354013,10
12,AttDs,pretrained,train,13,0.0397677235305309,0.04013088457286353,0.0037332743458515835,10,0.34369079768657684,0.3057952657341957,0.2435406567701729,10
13,AttDs,pretrained,train,14,0.039027577266097055,0.03990846835076805,0.0026372614062464164,10,0.3372277468442917,0.2973900452256203,0.23459403506395193,10
14,AttDs,pretrained,train,15,0.03770621120929715,0.038269434496760325,0.0035886789101738405,10,0.3279270678758621,0.29586241357028487,0.23757748816859414,10
15,AttDs,pretrained,train,16,0.0369075834751129,0.03926591128110882,0.004585699413655923,10,0.3403993397951126,0.3011571504175663,0.24163391716092555,10
16,AttDs,pretrained,train,17,0.03994156606495375,0.03862989358603951,0.003631036696472469,10,0.3405741751194,0.30098254494369026,0.23999735035082057,10
17,AttDs,pretrained,train,18,0.037885129451751653,0.03796923197805875,0.0023728726103682735,10,0.333732470870018,0.29457413665950294,0.2343084591408716,10
18,AttDs,pretrained,train,19,0.0382230747491121,0.038550009205937354,0.0027686043540097243,10,0.33534680306911463,0.2998500145971775,0.23956830022016848,10
19,AttDs,pretrained,train,20,0.0409834329038858,0.0416026677936315,0.003907029524986733,10,0.34651224315166473,0.3049189180135727,0.24314728276926242,10
20,AttDs,pretrained,train,21,0.03801386989653105,0.03865239359438414,0.005121727612530183,10,0.3405504673719406,0.30320882648229597,0.23984119814313148,10
21,AttDs,pretrained,train,22,0.0390967838466167,0.03979802839457985,0.003522090852236061,10,0.34534695744514465,0.30190602205693723,0.24049554051618768,10
22,AttDs,pretrained,train,23,0.0368898902088403,0.039092250168323475,0.003944628999766326,10,0.3281542956829071,0.2986168980598449,0.23936801775145314,10
23,AttDs,pretrained,train,24,0.03904658183455465,0.03899955637753005,0.0033687897286899895,10,0.34995183348655695,0.30204899907112115,0.24186419194725114,10
